2025-04-23 14:31:26,237 - root - INFO - USER: test_user | ROLE: admin | ACTION: SELECT | TABLE: customers  | QUERY: SELECT * FROM customers LIMIT 5
2025-04-25 09:29:14,360 - root - INFO - USER: admin | ROLE: admin | ACTION: INSERT | TABLE: categories  | QUERY: INSERT INTO categories (category_id, category_name) VALUES (%s, %s) - [8, 'Test Category']
2025-04-25 09:29:14,362 - root - INFO - USER: admin | ROLE: admin | ACTION: UPDATE | TABLE: categories  | QUERY: UPDATE categories SET category_name = %s WHERE (category_id = 8) - ['Updated Test Category']
2025-04-25 09:29:14,364 - root - INFO - USER: admin | ROLE: admin | ACTION: DELETE | TABLE: categories  | QUERY: DELETE FROM categories WHERE (category_id = 8)
2025-04-25 09:29:14,367 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: SELECT | TABLE: customers  | QUERY: SELECT customer_id, first_name, last_name, email FROM customers WHERE (customer_id < 5)
2025-04-25 09:29:14,373 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: SELECT | TABLE: staffs  | QUERY: SELECT * FROM staffs WHERE (store_id = 1)
2025-04-25 09:29:14,374 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: UPDATE | TABLE: stocks  | QUERY: UPDATE stocks SET quantity = %s WHERE (product_id = 1 AND store_id = 1) AND store_id = 1 - [50]
2025-04-25 09:29:14,375 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: UPDATE | TABLE: stocks  | QUERY: UPDATE stocks SET quantity = %s WHERE (product_id = 1 AND store_id = 2) AND store_id = 1 - [50]
2025-04-25 09:29:14,377 - root - INFO - USER: sales1 | ROLE: staff | ACTION: SELECT | TABLE: products  | QUERY: SELECT product_id, product_name, list_price FROM products WHERE (category_id = 1) LIMIT 3
2025-04-25 09:29:14,383 - root - INFO - USER: sales1 | ROLE: staff | ACTION: SELECT | TABLE: orders  | QUERY: SELECT MAX(order_id) as max_id FROM orders WHERE (1=1) AND (store_id = 1)
2025-04-25 09:29:14,384 - root - INFO - USER: sales1 | ROLE: staff | ACTION: INSERT | TABLE: orders  | QUERY: INSERT INTO orders (order_id, customer_id, order_status, order_date, required_date, store_id, staff_id) VALUES (%s, %s, %s, %s, %s, %s, %s) - [1613, 1, 1, '2025-04-25', '2025-05-02', 1, 4]
2025-04-25 09:29:14,386 - root - INFO - USER: customer1 | ROLE: customer | ACTION: SELECT | TABLE: orders  | QUERY: SELECT * FROM orders WHERE (customer_id = 1)
2025-04-25 09:29:14,392 - root - INFO - USER: customer1 | ROLE: customer | ACTION: SELECT | TABLE: products  | QUERY: SELECT product_id, product_name, list_price FROM products WHERE (category_id = 1) LIMIT 3
2025-04-25 09:30:27,181 - root - INFO - USER: admin | ROLE: admin | ACTION: SELECT | TABLE: customers  | QUERY: SELECT customer_id, first_name, last_name, email, street FROM customers WHERE (customer_id < 5)
2025-04-25 09:30:27,222 - root - INFO - USER: admin | ROLE: admin | ACTION: SELECT | TABLE: categories  | QUERY: SELECT MAX(category_id) as max_id FROM categories
2025-04-25 09:30:27,223 - root - INFO - USER: admin | ROLE: admin | ACTION: INSERT | TABLE: categories  | QUERY: INSERT INTO categories (category_id, category_name) VALUES (%s, %s) - [8, 'Test Category']
2025-04-25 09:30:27,225 - root - INFO - USER: admin | ROLE: admin | ACTION: UPDATE | TABLE: categories  | QUERY: UPDATE categories SET category_name = %s WHERE (category_id = 8) - ['Updated Test Category']
2025-04-25 09:30:27,227 - root - INFO - USER: admin | ROLE: admin | ACTION: DELETE | TABLE: categories  | QUERY: DELETE FROM categories WHERE (category_id = 8)
2025-04-25 09:30:27,230 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: SELECT | TABLE: customers  | QUERY: SELECT customer_id, first_name, last_name, email FROM customers WHERE (customer_id < 5)
2025-04-25 09:30:27,236 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: SELECT | TABLE: staffs  | QUERY: SELECT * FROM staffs WHERE (store_id = 1)
2025-04-25 09:30:27,237 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: UPDATE | TABLE: stocks  | QUERY: UPDATE stocks SET quantity = %s WHERE (product_id = 1 AND store_id = 1) AND store_id = 1 - [50]
2025-04-25 09:30:27,238 - root - INFO - USER: store1_manager | ROLE: store_manager | ACTION: UPDATE | TABLE: stocks  | QUERY: UPDATE stocks SET quantity = %s WHERE (product_id = 1 AND store_id = 2) AND store_id = 1 - [50]
2025-04-25 09:30:27,240 - root - INFO - USER: sales1 | ROLE: staff | ACTION: SELECT | TABLE: products  | QUERY: SELECT product_id, product_name, list_price FROM products WHERE (category_id = 1) LIMIT 3
2025-04-25 09:30:27,247 - root - INFO - USER: sales1 | ROLE: staff | ACTION: SELECT | TABLE: orders  | QUERY: SELECT MAX(order_id) as max_id FROM orders WHERE (1=1) AND (store_id = 1)
2025-04-25 09:30:27,248 - root - INFO - USER: sales1 | ROLE: staff | ACTION: INSERT | TABLE: orders  | QUERY: INSERT INTO orders (order_id, customer_id, order_status, order_date, required_date, store_id, staff_id) VALUES (%s, %s, %s, %s, %s, %s, %s) - [10000, 1, 1, '2025-04-25', '2025-05-02', 1, 4]
2025-04-25 09:30:27,250 - root - INFO - USER: sales1 | ROLE: staff | ACTION: SELECT | TABLE: order_items  | QUERY: SELECT MAX(item_id) as max_id FROM order_items WHERE (order_id = 10000)
2025-04-25 09:30:27,251 - root - INFO - USER: sales1 | ROLE: staff | ACTION: INSERT | TABLE: order_items  | QUERY: INSERT INTO order_items (order_id, item_id, product_id, quantity, list_price, discount) VALUES (%s, %s, %s, %s, %s, %s) - [10000, 1, 1, 1, 599.99, 0]
2025-04-25 09:30:27,255 - root - INFO - USER: customer1 | ROLE: customer | ACTION: SELECT | TABLE: orders  | QUERY: SELECT * FROM orders WHERE (customer_id = 1)
2025-04-25 09:30:27,260 - root - INFO - USER: customer1 | ROLE: customer | ACTION: SELECT | TABLE: products  | QUERY: SELECT product_id, product_name, list_price FROM products WHERE (category_id = 1) LIMIT 3
